Store_Name,Store_Type,Address,Address_Line__2,City,State,Zip5,Zip4,County,Longitude,Latitude,X,Y,ObjectId,unique_ID,current_partner,potential_partner
DOLLAR TREE 0638,Dollar Store,8144 S Cicero Ave,NA,Burbank,IL,60459,1509,COOK,-87.741272,41.744705,-87.741272,41.744705,70009,814460459,No,Unqualified
Family Dollar 5147,Dollar Store,560 N Mannheim Rd,NA,Hillside,IL,60162,NA,COOK,-87.883293,41.881149,-87.883293,41.881149,70022,56060162,No,Unqualified
Target 2490,Large Grocery Chain,130 S Mannheim Rd,NA,Hillside,IL,60162,1821,COOK,-87.882751,41.866726,-87.882751,41.866726,70035,13060162,No,Potential Partner
Casey's General Store 1802,Convenience Store,425 W Main St,NA,Carlinville,IL,62626,1653,MACOUPIN,-89.886292,39.279579,-89.886292,39.279579,70045,42562626,No,Unqualified
The Best Of Africa Food Store,NA,208 W Griggs St,NA,Urbana,IL,61801,2608,CHAMPAIGN,-88.209648,40.114399,-88.209648,40.114399,70060,20861801,No,NA
"Tienda Guatemala, Llc",NA,408 N Race St,NA,Urbana,IL,61801,2697,CHAMPAIGN,-88.208961,40.115852,-88.208961,40.115852,70062,40861801,No,NA
Schnucks 709,Large Grocery Chain,202 Eastwood Dr,NA,Mahomet,IL,61853,7035,CHAMPAIGN,-88.395844,40.195461,-88.395844,40.195461,70063,20261853,No,Potential Partner
HUCKS  186,Gas Station,701 W Cleveland St,NA,Heyworth,IL,61745,9174,MCLEAN,-88.985939,40.31205,-88.985939,40.31205,70107,70161745,No,Unqualified
Chebanse General,NA,151 S Chestnut St,NA,Chebanse,IL,60922,2019,IROQUOIS,-87.909485,41.002327,-87.909485,41.002327,70231,15160922,No,NA
Walmart Supercenter 334,Large Grocery Chain,18600 Shipman Blacktop Rd,NA,CARLINVILLE,IL,62626,NA,MACOUPIN,-89.89608,39.268806,-89.89608,39.268806,70277,1860062626,No,Potential Partner
Minit Mart 641,Convenience Store,555 W North St,NA,Manhattan,IL,60442,9761,WILL,-87.995262,41.431133,-87.995262,41.431133,70302,55560442,No,Unqualified
PAPINEAU LOCKER,NA,105 S East Ave,NA,Papineau,IL,60956,6010,IROQUOIS,-87.71666,40.968334,-87.71666,40.968334,70305,10560956,No,NA
Thorntons #0337 337,Convenience Store,8012 West 111th Street,NA,Palos Hills,IL,60465,NA,COOK,-87.817772,41.689877,-87.817772,41.689877,70355,801260465,No,Unqualified
El Chicanito Bakery,Bakery,1164 E Dundee Rd,NA,Palatine,IL,60074,8305,COOK,-88.016899,42.140457,-88.016899,42.140457,70361,116460074,No,Unqualified
Doms Kitchen & Market 1,NA,2730 N Halsted St,NA,Chicago,IL,60614,1414,COOK,-87.649094,41.932083,-87.649094,41.932083,70375,273060614,No,NA
Pekin Pantry,NA,815 Derby St,NA,Pekin,IL,61554,5862,TAZEWELL,-89.640175,40.556602,-89.640175,40.556602,70475,81561554,No,NA
Minit Mart 632,Convenience Store,103 Radio City Dr,NA,North Pekin,IL,61554,1575,TAZEWELL,-89.635918,40.606724,-89.635918,40.606724,70489,10361554,No,Unqualified
Casey's General Store 3457,Convenience Store,2106 Court St,NA,Pekin,IL,61554,5217,TAZEWELL,-89.616096,40.55838,-89.616096,40.55838,70515,210661554,No,Unqualified
Carniceria Jalisco Inc.,Meat or Fish Market,6551 W 79th St,NA,Burbank,IL,60459,1152,COOK,-87.784233,41.748329,-87.784233,41.748329,70572,655160459,No,Unqualified
BURBANK CITGO,Gas Station,5049 W 79th St,NA,Burbank,IL,60459,1503,COOK,-87.747353,41.748985,-87.747353,41.748985,70574,504960459,No,Unqualified
Jewel Food Store 2702,Large Grocery Chain,234 E Veterans Pkwy,NA,Yorkville,IL,60560,1363,KENDALL,-88.439583,41.657314,-88.439583,41.657314,70615,23460560,No,Potential Partner
Target Store T3349,Large Grocery Chain,555 W Webster Ave,NA,Chicago,IL,60614,7610,COOK,-87.643532,41.922085,-87.643532,41.922085,70662,55560614,No,Potential Partner
"Harrison Street, Inc.",NA,4751 W Harrison St,NA,Chicago,IL,60644,5124,COOK,-87.744614,41.873104,-87.744614,41.873104,70695,475160644,No,NA
Neighborhood Market,NA,1102 Ferguson St,NA,Rockford,IL,61102,2861,WINNEBAGO,-89.107285,42.262417,-89.107285,42.262417,70727,110261102,No,NA
Dollar Tree 0648,Dollar Store,7001 Cermak Rd,Suite 25,Berwyn,IL,60402,2144,COOK,-87.799667,41.850414,-87.799667,41.850414,70744,700160402,No,Unqualified
Circle K 4706756,Gas Station,6400 Ogden Ave,NA,Berwyn,IL,60402,3725,COOK,-87.783028,41.830528,-87.783028,41.830528,70746,640060402,No,Unqualified
"La Gloria Market, Llc",NA,2551 W 51st St,NA,Chicago,IL,60632,1549,COOK,-87.688736,41.800858,-87.688736,41.800858,70765,255160632,No,NA
Advance Group Inc,Gas Station,9856 S Cicero Ave,NA,Oak Lawn,IL,60453,3140,COOK,-87.741028,41.713066,-87.741028,41.713066,70778,985660453,No,Unqualified
T & S Marathon,Gas Station,1144 E 162nd St,NA,South Holland,IL,60473,2561,COOK,-87.588799,41.601196,-87.588799,41.601196,70779,114460473,No,Unqualified
51st Petrol Inc,Gas Station,2706 W 51st St,NA,Chicago,IL,60632,2137,COOK,-87.69194,41.801205,-87.69194,41.801205,70796,270660632,No,Unqualified
Cake Bros. Bakery 2,Bakery,6737 26th St,NA,Berwyn,IL,60402,2504,COOK,-87.792061,41.843342,-87.792061,41.843342,70805,673760402,No,Unqualified
LEAMINGTON FOODS STORE,NA,5467 W Madison St,NA,Chicago,IL,60644,4030,COOK,-87.762817,41.880264,-87.762817,41.880264,70820,546760644,No,NA
CVS  2902,Convenience Store,520 N Western Ave,NA,Lake Forest,IL,60045,1920,LAKE,-87.838982,42.248611,-87.838982,42.248611,70823,52060045,No,Unqualified
M & S Food Market Inc,Food Market,5615 W Madison St,NA,Chicago,IL,60644,3938,COOK,-87.76545,41.880192,-87.76545,41.880192,70835,561560644,No,Potential Partner
Gordon Food Service Store LLC MP 066,Large Grocery Chain,8146 S Cicero Ave,NA,Burbank,IL,60459,1509,COOK,-87.741272,41.745388,-87.741272,41.745388,70846,814660459,No,Potential Partner
WALGREENS  01515,Convenience Store,5900 N 2nd St,NA,Loves Park,IL,61111,4647,WINNEBAGO,-89.057922,42.31646,-89.057922,42.31646,70861,590061111,No,Unqualified
Applewood Mobil 38,Gas Station,5542 E Riverside Blvd,NA,Loves Park,IL,61111,4942,WINNEBAGO,-89.008972,42.318539,-89.008972,42.318539,70871,554261111,No,Unqualified
Speedway 7422,Convenience Store,7859 S Harlem Ave,NA,Burbank,IL,60459,1085,COOK,-87.799721,41.748066,-87.799721,41.748066,70905,785960459,No,Unqualified
Georges Grocery & Tobacco Inc.,Grocery Store,8149 N Milwaukee Ave,NA,Niles,IL,60714,2828,COOK,-87.816528,42.029114,-87.816528,42.029114,70924,814960714,No,Potential Partner
Walgreen 15080,Convenience Store,5555 W 79th St,NA,Burbank,IL,60459,1301,COOK,-87.760193,41.748783,-87.760193,41.748783,70945,555560459,No,Unqualified
West Chicago 957,NA,184 W North Ave,NA,West Chicago,IL,60185,6203,DU PAGE,-88.208092,41.914719,-88.208092,41.914719,71001,18460185,No,NA
Target Store 2177,Large Grocery Chain,1800 Orchard Gateway Blvd,NA,North Aurora,IL,60542,6500,KANE,-88.363808,41.798634,-88.363808,41.798634,71102,180060542,No,Potential Partner
Thorntons 139,Convenience Store,418 S Lincolnway,NA,North Aurora,IL,60542,1708,KANE,-88.321877,41.789642,-88.321877,41.789642,71103,41860542,No,Unqualified
Circle K 21,Gas Station,1701 Parkway Plaza Dr,NA,Normal,IL,61761,2283,MCLEAN,-88.953117,40.513927,-88.953117,40.513927,71110,170161761,No,Unqualified
Circle K 4700150,Gas Station,1606 N Main St,NA,Normal,IL,61761,1114,MCLEAN,-88.995522,40.530231,-88.995522,40.530231,71118,160661761,No,Unqualified
Totra Maa Inc 1,NA,590 Kuhn Rd,NA,Carol Stream,IL,60188,9223,DU PAGE,-88.140236,41.917046,-88.140236,41.917046,71126,59060188,No,NA
Beck's #27 27,Gas Station,1302 Raymond Dr,NA,Mendota,IL,61342,9300,LA SALLE,-89.067055,41.555092,-89.067055,41.555092,71145,130261342,No,Unqualified
MILLSTONE MARKET INC,NA,7211 US Highway 45 S,NA,Carrier Mills,IL,62917,1305,SALINE,-88.633018,37.682751,-88.633018,37.682751,71222,721162917,No,NA
Loves Park Clark,NA,5710 N 2nd St,NA,Loves Park,IL,61111,4604,WINNEBAGO,-89.057915,42.314198,-89.057915,42.314198,71271,571061111,No,NA
Loves Park Phillips 66,Gas Station,4291 N Perryville Rd,NA,Loves Park,IL,61111,8652,WINNEBAGO,-88.982773,42.322411,-88.982773,42.322411,71278,429161111,No,Unqualified
Christopher Bowlin's Food-Land,NA,748 W Egyptian Ave,NA,Christopher,IL,62822,1533,FRANKLIN,-89.060585,37.979492,-89.060585,37.979492,71286,74862822,No,NA
Dollar General 24762,Dollar Store,404 S Chicago St,NA,Milford,IL,60953,1238,IROQUOIS,-87.698029,40.623821,-87.698029,40.623821,71324,40460953,No,Unqualified
Dlux Market,NA,120 Lake St,NA,Tremont,IL,61568,9005,TAZEWELL,-89.50071,40.485695,-89.50071,40.485695,71334,12061568,No,NA
M K Poultry Inc,Meat or Fish Market,2600 W 51st St,NA,Chicago,IL,60632,1543,COOK,-87.689407,41.801414,-87.689407,41.801414,71362,260060632,No,Unqualified
Shami Meat Market Inc,Meat or Fish Market,9001 N Milwaukee Ave,NA,Niles,IL,60714,1559,COOK,-87.82917,42.044117,-87.82917,42.044117,71364,900160714,No,Unqualified
City Fuel Inc.,Gas Station,425 S Winnebago St,NA,Rockford,IL,61102,2233,WINNEBAGO,-89.100975,42.269451,-89.100975,42.269451,71370,42561102,No,Unqualified
ALDI 68047 68047,Large Grocery Chain,1610 N Bridge St,NA,Yorkville,IL,60560,1802,KENDALL,-88.442474,41.659748,-88.442474,41.659748,71428,161060560,No,Potential Partner
Walmart 1401,Large Grocery Chain,2552 W 75th St,NA,Naperville,IL,60564,7572,WILL,-88.19754,41.747177,-88.19754,41.747177,71439,255260564,No,Potential Partner
WALGREENS 06469,Convenience Store,100 W Veterans Pkwy,NA,Yorkville,IL,60560,1827,KENDALL,-88.444641,41.657738,-88.444641,41.657738,71503,10060560,No,Unqualified
Walgreens 10498,Convenience Store,1991 S Bridge St,NA,Yorkville,IL,60560,9851,KENDALL,-88.448105,41.620148,-88.448105,41.620148,71509,199160560,No,Unqualified
DOLLAR GENERAL 7462,Dollar Store,803 W Cleveland St,NA,Heyworth,IL,61745,9189,MCLEAN,-88.987,40.312054,-88.987,40.312054,71519,80361745,No,Unqualified
Casey's General Store,Convenience Store,710 W Cleveland St,NA,Heyworth,IL,61745,9174,MCLEAN,-88.986046,40.311939,-88.986046,40.311939,71578,71061745,No,Unqualified
7-eleven #13344a 13344A,Convenience Store,3S035 Park Blvd,NA,Glen Ellyn,IL,60137,7234,DU PAGE,-88.066948,41.829277,-88.066948,41.829277,71592,3S03560137,No,Unqualified
Family Dollar 11515,Dollar Store,601 Main St,NA,Greenfield,IL,62044,1416,GREENE,-90.210777,39.342117,-90.210777,39.342117,71678,60162044,No,Unqualified
S & H Gas & Liquor,Gas Station,1601 Old State Rd,NA,Mattoon,IL,61938,5749,COLES,-88.442261,39.440079,-88.442261,39.440079,71692,160161938,No,Unqualified
Circle K 4706716,Gas Station,2001 Bridge St,NA,Yorkville,IL,60560,9783,KENDALL,-88.447968,41.619408,-88.447968,41.619408,71699,200160560,No,Unqualified
Morgans Meat Market,Meat or Fish Market,1401 Dewitt Ave,NA,Mattoon,IL,61938,3008,COLES,-88.371063,39.489033,-88.371063,39.489033,71738,140161938,No,Unqualified
Woorivillage,NA,8526 W Golf Rd,Unit J,Niles,IL,60714,1100,COOK,-87.836876,42.056324,-87.836876,42.056324,71779,852660714,No,NA
Graham C-Stores Co - Niles 197,Gas Station,7662 N Milwaukee Ave,NA,Niles,IL,60714,3133,COOK,-87.809433,42.020321,-87.809433,42.020321,71784,766260714,No,Unqualified
Yazzies Marathon,Gas Station,8401 N Milwaukee Ave,NA,Niles,IL,60714,1934,COOK,-87.820145,42.033634,-87.820145,42.033634,71789,840160714,No,Unqualified
La France Bakery,Bakery,5405 S Kedzie Ave,NA,Chicago,IL,60632,2619,COOK,-87.703255,41.795097,-87.703255,41.795097,71794,540560632,No,Unqualified
La Ramoncita Grocery Store,Grocery Store,4302 W 55th St,NA,Chicago,IL,60632,4628,COOK,-87.730659,41.793186,-87.730659,41.793186,71805,430260632,No,Potential Partner
Shawnee Quick Mart,Convenience Store,111 W Shawnee Ave,NA,Shawneetown,IL,62984,3128,GALLATIN,-88.188408,37.713741,-88.188408,37.713741,71813,11162984,No,Unqualified
"3n's Oriental Groceries, Foods & Markets N/A",Grocery Store,1422 W Roosevelt Rd,NA,Broadview,IL,60155,4020,COOK,-87.850105,41.863911,-87.850105,41.863911,71814,142260155,No,Potential Partner
Farm2cook 6,NA,8401 W Golf Rd,NA,Niles,IL,60714,1102,COOK,-87.835609,42.054611,-87.835609,42.054611,71817,840160714,No,NA
Walmart 1421,Large Grocery Chain,1980 Freedom Pkwy,NA,Washington,IL,61571,9468,TAZEWELL,-89.460442,40.707008,-89.460442,40.707008,71863,198061571,No,Potential Partner
4629 Petroleum,Gas Station,4629 S Cicero Ave,NA,Chicago,IL,60632,4819,COOK,-87.742683,41.808861,-87.742683,41.808861,71866,462960632,No,Unqualified
Walgreens 03009,Convenience Store,545 E Norris Dr,NA,Ottawa,IL,61350,2316,LA SALLE,-88.834221,41.356213,-88.834221,41.356213,71868,54561350,No,Unqualified
KROGER 657,Large Grocery Chain,20 CHERRY TREE SC,NA,WASHINGTON,IL,61571,NA,TAZEWELL,-89.447624,40.705269,-89.447624,40.705269,71882,2061571,No,Potential Partner
Arax Foods,NA,9017 N Milwaukee Ave,NA,Niles,IL,60714,1536,COOK,-87.829796,42.04504,-87.829796,42.04504,71885,901760714,No,NA
"Carniceria La Hacienda No. 4, Inc.",Meat or Fish Market,5159 S Kedzie Ave,NA,Chicago,IL,60632,3126,COOK,-87.703362,41.799198,-87.703362,41.799198,71890,515960632,No,Unqualified
Carniceria La Hacienda,Meat or Fish Market,5050 S Archer Ave,NA,Chicago,IL,60632,4509,COOK,-87.726501,41.801476,-87.726501,41.801476,71900,505060632,No,Unqualified
Niles Pantry,NA,7041 W Oakton St,NA,Niles,IL,60714,3026,COOK,-87.802773,42.025936,-87.802773,42.025936,71905,704160714,No,NA
Dollar General Store 12952,Dollar Store,980 State Highway 104,NA,Meredosia,IL,62665,7170,MORGAN,-90.547623,39.830723,-90.547623,39.830723,71912,98062665,No,Unqualified
DOLLAR GENERAL 0642,Dollar Store,44 Sunnyland Plz,NA,Washington,IL,61571,1943,TAZEWELL,-89.483459,40.692734,-89.483459,40.692734,71930,4461571,No,Unqualified
County Market 212,Large Grocery Chain,520 W Clinton St,NA,Rushville,IL,62681,1246,SCHUYLER,-90.571259,40.117599,-90.571259,40.117599,71955,52062681,No,Potential Partner
Convenience Store Alcala,Convenience Store,329 Wilson Ave,NA,West Chicago,IL,60185,3151,DU PAGE,-88.200737,41.879452,-88.200737,41.879452,71985,32960185,No,Unqualified
Dollar General 24096,Dollar Store,611 W Blackhawk Dr,NA,Byron,IL,61010,8613,OGLE,-89.263763,42.125267,-89.263763,42.125267,72012,61161010,No,Unqualified
Dollar Tree 7306,Dollar Store,519 E Jasper St,NA,Paris,IL,61944,2400,EDGAR,-87.687706,39.603771,-87.687706,39.603771,72050,51961944,No,Unqualified
DOLLAR GENERAL  8276,Dollar Store,211 S Central Ave,NA,Paris,IL,61944,2103,EDGAR,-87.696259,39.609386,-87.696259,39.609386,72059,21161944,No,Unqualified
Dollar General 21312,Dollar Store,104 W Central Ave,NA,Thomasboro,IL,61878,9669,CHAMPAIGN,-88.185104,40.238876,-88.185104,40.238876,72076,10461878,No,Unqualified
CONVENIENCE FOOD & LIQ,Convenience Store,1509 N Rand Rd,NA,Palatine,IL,60074,2931,COOK,-88.018143,42.136581,-88.018143,42.136581,72077,150960074,No,Unqualified
Meijer Gas Station 146,Gas Station,2201 North Prospect Avenue,NA,Champaign,IL,61822,NA,CHAMPAIGN,-88.25885,40.143196,-88.25885,40.143196,72081,220161822,No,Unqualified
Dulceria Lupita,NA,240 N 7th St,NA,Dekalb,IL,60115,3414,DE KALB,-88.744972,41.930058,-88.744972,41.930058,72087,24060115,No,NA
Hoffman Supermarket,Grocery Store,104 E 4th St,NA,Hoffman,IL,62250,1002,CLINTON,-89.263748,38.537685,-89.263748,38.537685,72093,10462250,No,Potential Partner
DOLLARTREE 8403,Dollar Store,251 N Broad St,NA,Carlinville,IL,62626,1301,MACOUPIN,-89.881569,39.282173,-89.881569,39.282173,72107,25162626,No,Unqualified
Circle K 4706735,Gas Station,1160 W Diversey Pkwy,NA,Chicago,IL,60614,1319,COOK,-87.658134,41.932617,-87.658134,41.932617,72154,116060614,No,Unqualified
2400 Sycamore Mobil,Gas Station,2400 Sycamore Rd,NA,Dekalb,IL,60115,2050,DE KALB,-88.723694,41.953148,-88.723694,41.953148,72211,240060115,No,Unqualified
Jack Flash Altamont 601,Convenience Store,1206 S Main St,NA,Altamont,IL,62411,1752,EFFINGHAM,-88.748901,39.04615,-88.748901,39.04615,72326,120662411,No,Unqualified
Beck's 13,Gas Station,605 W Peru St,NA,Princeton,IL,61356,6820,BUREAU,-89.472527,41.371708,-89.472527,41.371708,72363,60561356,No,Unqualified
Curly's Deli Mart,Deli,200 S Cicero Ave,NA,Chicago,IL,60644,4636,COOK,-87.745575,41.878426,-87.745575,41.878426,72399,20060644,No,Unqualified
Christabell Asian Grocery,Grocery Store,881 E Geneva Rd,NA,Carol Stream,IL,60188,2807,DU PAGE,-88.092995,41.889469,-88.092995,41.889469,72433,88160188,No,Potential Partner
Fast Stop,Gas Station,720 N Main St,Unit A,Princeton,IL,61356,1331,BUREAU,-89.465111,41.382225,-89.465111,41.382225,72439,72061356,No,Unqualified
S&W SUPERMARKET INC 1,Grocery Store,23 N Main St,NA,Altamont,IL,62411,1446,EFFINGHAM,-88.747612,39.060646,-88.747612,39.060646,72446,2362411,No,Potential Partner
Jp Food & Liquor Inc,Liquor Store,401 N Monroe St,NA,Abingdon,IL,61410,1258,KNOX,-90.401451,40.80555,-90.401451,40.80555,72501,40161410,No,Unqualified
7-Eleven 23591E,Convenience Store,5560 W 87th St,NA,Burbank,IL,60459,2914,COOK,-87.759682,41.734238,-87.759682,41.734238,72591,556060459,No,Unqualified
Mina Mart,NA,5211 25th Avenue Ct,NA,Moline,IL,61265,5052,ROCK ISLAND,-90.46624,41.487003,-90.46624,41.487003,72666,521161265,No,NA
Akal Inc Dba Preet Mini Mart,Mini Mart,2704 69th Avenue Ct,NA,Moline,IL,61265,8310,ROCK ISLAND,-90.498459,41.455456,-90.498459,41.455456,72670,270461265,No,Potential Partner
Jasper Asian & African Mini Mart,Mini Mart,2815 Avenue of the Cities,NA,Moline,IL,61265,4222,ROCK ISLAND,-90.497246,41.492489,-90.497246,41.492489,72672,281561265,No,Potential Partner
Big Lots 4696,Discount Retailers (no produce),4555 16th St,NA,Moline,IL,61265,7043,ROCK ISLAND,-90.507217,41.468353,-90.507217,41.468353,72677,455561265,No,Unqualified
Ikes Liquors,Liquor Store,10535 Southwest Hwy,NA,Worth,IL,60482,1250,COOK,-87.793846,41.699844,-87.793846,41.699844,72826,1053560482,No,Unqualified
Advance Group 3 Inc,Gas Station,2441 Mannheim Rd,NA,Franklin Park,IL,60131,3132,COOK,-87.883911,41.923653,-87.883911,41.923653,72838,244160131,No,Unqualified
Halal Express Mart,NA,6065 Dempster St,NA,Morton Grove,IL,60053,2943,COOK,-87.778503,42.040604,-87.778503,42.040604,72863,606560053,No,NA
Al Rawda Market,NA,5715 W 95th St,NA,Oak Lawn,IL,60453,2344,COOK,-87.763359,41.719353,-87.763359,41.719353,72878,571560453,No,NA
CVS  2798,Convenience Store,3951 W 103rd St,NA,Chicago,IL,60655,3703,COOK,-87.719765,41.705856,-87.719765,41.705856,72883,395160655,No,Unqualified
Toors Car And Truck Plaza,NA,16470 W Russell Rd,NA,Wadsworth,IL,60083,7000,LAKE,-87.95105,42.487915,-87.95105,42.487915,72893,1647060083,No,NA
7-Eleven Store 33913H,Convenience Store,10220 Central Ave,NA,Oak Lawn,IL,60453,4602,COOK,-87.760368,41.706173,-87.760368,41.706173,72908,1022060453,No,Unqualified
Royal Family Roasters Inc,NA,6765 W 95th St,NA,Oak Lawn,IL,60453,2112,COOK,-87.789467,41.719067,-87.789467,41.719067,72912,676560453,No,NA
Minuteman 18,NA,2319 W Roosevelt Rd,NA,Broadview,IL,60155,3828,COOK,-87.861214,41.864227,-87.861214,41.864227,72921,231960155,No,NA
Ahmed Meat Andgrocery,Grocery Store,6003 Dempster St,NA,Morton Grove,IL,60053,2943,COOK,-87.776688,42.040592,-87.776688,42.040592,72939,600360053,No,Potential Partner
Guanajuato Supermercado,Grocery Store,519 Marchesano Dr,NA,Rockford,IL,61102,3518,WINNEBAGO,-89.104744,42.251366,-89.104744,42.251366,72943,51961102,No,Potential Partner
CVS 8508,Convenience Store,3156 W 103rd St,NA,Chicago,IL,60655,2010,COOK,-87.7006,41.706249,-87.7006,41.706249,72973,315660655,No,Unqualified
Ahb Group,NA,125 N Annie Glidden Rd,NA,Dekalb,IL,60115,2701,DE KALB,-88.773811,41.931992,-88.773811,41.931992,72984,12560115,No,NA
Mj7 Oil Corporation,Gas Station,847 Sheridan Rd,NA,Winthrop Harbor,IL,60096,1631,LAKE,-87.823227,42.479076,-87.823227,42.479076,73109,84760096,No,Unqualified
Hab1 Group Inc,NA,933 S 4th St,NA,Dekalb,IL,60115,4411,DE KALB,-88.753876,41.918869,-88.753876,41.918869,73114,93360115,No,NA
Mi Tierra Fresh Market 1,Fresh Market,124 E Hillcrest Dr,NA,Dekalb,IL,60115,2402,DE KALB,-88.748589,41.9408,-88.748589,41.9408,73116,12460115,No,Potential Partner
Golo,NA,705 E Lincoln Hwy,NA,Dekalb,IL,60115,3809,DE KALB,-88.745346,41.928505,-88.745346,41.928505,73118,70560115,No,NA
Rbah Inc,NA,1734 Sycamore Rd,NA,Dekalb,IL,60115,2037,DE KALB,-88.733398,41.945839,-88.733398,41.945839,73128,173460115,No,NA
Advance Group 2 Inc,Gas Station,11501 S Harlem Ave,NA,Worth,IL,60482,2329,COOK,-87.796707,41.682148,-87.796707,41.682148,73152,1150160482,No,Unqualified
DOLLAR GENERAL 6340,Dollar Store,423 E Chestnut St,NA,Mount Pulaski,IL,62548,1006,LOGAN,-89.280815,40.015228,-89.280815,40.015228,73160,42362548,No,Unqualified
Circle K 178,Gas Station,3304 Waldron Road,NA,Aroma Park,IL,60910,NA,KANKAKEE,-87.806946,41.078716,-87.806946,41.078716,73252,330460910,No,Unqualified
Love's Travel Stop 351,Gas Station,3020 E 8th Rd,NA,Utica,IL,61373,9705,LA SALLE,-89.01004,41.37331,-89.01004,41.37331,73284,302061373,No,Unqualified
Schafers Fisheries,Meat or Fish Market,21985 Waller Rd,NA,Fulton,IL,61252,9780,WHITESIDE,-90.121956,41.898949,-90.121956,41.898949,73354,2198561252,No,Unqualified
Rebel 877,Convenience Store,5550 W 79th St,NA,Burbank,IL,60459,1352,COOK,-87.759956,41.748844,-87.759956,41.748844,73365,555060459,No,Unqualified
Circle K 1426,Gas Station,4747 N 2nd St,NA,Loves Park,IL,61111,5802,WINNEBAGO,-89.057564,42.298882,-89.057564,42.298882,73366,474761111,No,Unqualified
Prodavnica Mjesovite Robe,NA,5422 N 2nd St,NA,Loves Park,IL,61111,5011,WINNEBAGO,-89.057816,42.309708,-89.057816,42.309708,73368,542261111,No,NA
Windsor Mini Mart,Mini Mart,1038 Windsor Rd,NA,Loves Park,IL,61111,4230,WINNEBAGO,-89.046341,42.325127,-89.046341,42.325127,73371,103861111,No,Potential Partner
Walmart SUPERCENTER 1734,Large Grocery Chain,2610 N Prospect Ave,NA,Champaign,IL,61822,1251,CHAMPAIGN,-88.257942,40.146362,-88.257942,40.146362,73436,261061822,No,Potential Partner
DOLLAR GENERAL 14229,Dollar Store,602 S Prairieview Rd,NA,Mahomet,IL,61853,8525,CHAMPAIGN,-88.365234,40.190529,-88.365234,40.190529,73460,60261853,No,Unqualified
Walgreens 09851,Convenience Store,2402 Village Green Pl,NA,Champaign,IL,61822,7681,CHAMPAIGN,-88.296181,40.08353,-88.296181,40.08353,73475,240261822,No,Unqualified
Yeti Partners Llc,NA,238 N Gables Blvd,NA,Wheaton,IL,60187,4819,DU PAGE,-88.120567,41.866425,-88.120567,41.866425,73494,23860187,No,NA
WALGREENS  04503,Convenience Store,9301 Waukegan Rd,NA,Morton Grove,IL,60053,1313,COOK,-87.799309,42.049988,-87.799309,42.049988,73553,930160053,No,Unqualified
Thorntons 113,Convenience Store,9138 S Cicero Ave,NA,Oak Lawn,IL,60453,1833,COOK,-87.741028,41.726059,-87.741028,41.726059,73575,913860453,No,Unqualified
Walgreens 12868,Convenience Store,104 N Lombard St,NA,Mahomet,IL,61853,9097,CHAMPAIGN,-88.399506,40.194843,-88.399506,40.194843,73586,10461853,No,Unqualified
Target Store 3207,Large Grocery Chain,401 E Illinois St,NA,Chicago,IL,60611,NA,COOK,-87.617188,41.891045,-87.617188,41.891045,73599,40160611,No,Potential Partner
Circle K 1438,Gas Station,3604 N Mattis Ave,NA,Champaign,IL,61822,9543,CHAMPAIGN,-88.277023,40.157871,-88.277023,40.157871,73641,360461822,No,Unqualified
Dollar Tree 3678,Dollar Store,1949 Sibley Blvd,NA,Calumet City,IL,60409,2118,COOK,-87.572945,41.622654,-87.572945,41.622654,73659,194960409,No,Unqualified
Aldi 62033,Large Grocery Chain,1490 Torrence Ave,NA,Calumet City,IL,60409,5501,COOK,-87.558708,41.59185,-87.558708,41.59185,73666,149060409,No,Potential Partner
DOLLAR GENERAL 8298,Dollar Store,1201 5th St,NA,Lacon,IL,61540,1362,MARSHALL,-89.396103,41.023567,-89.396103,41.023567,73671,120161540,No,Unqualified
Rio Valley Inc,NA,2745 Mannheim Rd,NA,Franklin Park,IL,60131,2219,COOK,-87.884544,41.928108,-87.884544,41.928108,73676,274560131,No,NA
Walgreens 03763,Convenience Store,1011 Peoria St,NA,Washington,IL,61571,2487,TAZEWELL,-89.420609,40.703194,-89.420609,40.703194,73708,101161571,No,Unqualified
Thorntons 364,Convenience Store,102 W Etna Rd,NA,Ottawa,IL,61350,1001,LA SALLE,-88.836105,41.372837,-88.836105,41.372837,73718,10261350,No,Unqualified
Road Ranger 263,Convenience Store,3041 Illinois 71,NA,Ottawa,IL,61350,NA,LA SALLE,-88.776093,41.378811,-88.776093,41.378811,73743,304161350,No,Unqualified
Al Medina Bakery & Grocery,Grocery Store,11228 S Harlem Ave,Ste 2,Worth,IL,60482,1981,COOK,-87.797409,41.686668,-87.797409,41.686668,73838,1122860482,No,Potential Partner
Casey's General Store 2804,Convenience Store,100 W Jones St,NA,Milford,IL,60953,NA,IROQUOIS,-87.699532,40.628216,-87.699532,40.628216,73875,10060953,No,Unqualified
Casey's General Store 2409,Convenience Store,160 W Penn Ave,NA,Roseville,IL,61473,5001,WARREN,-90.665306,40.732319,-90.665306,40.732319,73901,16061473,No,Unqualified
Express Lane Gas & Food Mart 66,Gas Station,114 W Jackson St,NA,Seneca,IL,61360,9307,LA SALLE,-88.610641,41.320702,-88.610641,41.320702,73912,11461360,No,Unqualified
Dollar General 18058,Dollar Store,201 French St,NA,Hardin,IL,62047,NA,CALHOUN,-90.617958,39.157501,-90.617958,39.157501,73950,20162047,No,Unqualified
